alpha,beta,solver_type,mc_run,distance_mean,distance_std,a1_acc_mean,a1_acc_std,a2_acc_mean,a2_acc_std,scenario_time,scenario_time_std,confidence_mean,confidence_std,N,dt_Solver,dt_Sim,a1_acc_limit,Human_PreDefined_Traj,Human_RandomWalk_Traj,d_init,Tf,pp_theta,pp_factor,Nmc,theta_des,x1_init_x,x1_init_y,x2_init_x,x2_init_y,x1_des_x,x1_des_y,num_obstacles
0.1,0.5,DG,11,6.9624612593778865,0.02924588730464277,1.9627169516177554,1.209025501410163,3.9182596148329463,1.8230989833899267,7.29999999999999,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,12,6.964193264619428,0.027800375326604402,1.7718351099496115,0.9634953606183085,3.9917294491855664,1.648366626903471,6.999999999999991,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,13,6.961882781095787,0.02750011310522496,1.6212411001385725,1.0798589650209423,3.837528453217745,1.7498503070800702,7.19999999999999,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,14,6.964858596225582,0.022342538092730922,1.7996335876921918,1.038074641990966,3.87988744433815,1.7977917967559183,6.699999999999992,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,15,6.961073021429114,0.026957305771354,2.0460841833419465,1.0111729052905634,3.806235130077646,1.942465650492182,6.8999999999999915,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,16,6.966878499245099,0.028319897552598998,1.8824273522390165,1.0683138280491842,4.031898691477875,1.7639258442361543,7.19999999999999,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,17,6.957021088860002,0.019606709557136035,1.7546721105615937,0.995714586642936,3.851833568606667,1.477374466464904,6.8999999999999915,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,18,6.962095741105743,0.03440960856308465,1.9100444655694673,0.9775831674797055,3.9764201074858008,1.9962288244408994,6.999999999999991,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,19,6.962952819753461,0.028868443110370495,1.9511945470757068,0.9647266345045326,3.8501073511564767,1.9166618769588555,6.8999999999999915,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,20,6.959239998230007,0.026571156336332995,2.0371404722190243,1.0844292293908324,3.8728523683568676,1.9548614984100088,7.099999999999991,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,21,6.962111297409823,0.026279336104347625,1.8861536433260473,0.8562803133653203,3.7593897567170926,1.6846440963197356,6.8999999999999915,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,22,6.958675794201488,0.018993828037580998,1.873947127389513,0.9820826256689291,3.990662608806831,1.9054414790332728,7.19999999999999,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,23,6.961956760998006,0.028038793399127744,1.8753775651600908,1.1369735758622588,3.9651875451282943,1.9426670285111727,7.499999999999989,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,24,6.956480578184101,0.024177225546970917,2.1400799377344493,1.1578229051905196,4.095533365974514,1.9375846950087867,7.099999999999991,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,25,6.958040557351645,0.03058423467993369,1.7948460047452863,1.1005539617310003,4.125858347374255,1.810805937441263,7.099999999999991,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,26,6.958703223253969,0.02605625316895133,1.9088654017020108,0.9073234940339808,3.9612796386370266,1.8588147147223262,6.699999999999992,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,27,6.961039178829409,0.02246613066869103,1.9161760914559072,1.1327956002144435,3.8025480960416083,1.619363397336209,6.999999999999991,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,28,6.961488994943996,0.02978016983805678,1.7654626880569155,0.8984527745482334,3.8790761100436133,1.5223291361901026,6.999999999999991,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,29,6.9654435725470485,0.031026672685479872,1.8228995356094604,1.0341226130878078,3.9330377279127764,1.9306493252066026,7.099999999999991,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,30,6.959317181821947,0.029702572723173285,1.7322845414572403,0.9104056063422149,3.9227843361821084,1.6528577931320483,6.999999999999991,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,31,6.978754819488044,0.03733030030667984,1.712456342756136,1.1260330564168535,3.779675809510421,1.5627970432704088,6.699999999999992,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,32,6.959747079117523,0.02653218283539624,1.9674372279453496,1.0042950958257546,3.796774557452692,1.7751370986824424,6.999999999999991,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,33,6.9653839869771215,0.03180962975776118,1.6460509516407813,0.9325482185699032,3.551934740533099,1.5527802868008203,6.799999999999992,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,34,6.958221214070774,0.021488731555017952,1.8494091526333611,0.99076112595857,4.049364240119997,1.5739974628353885,7.39999999999999,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,35,6.962421453963442,0.028493402444448118,2.025131135631096,1.0006847254345208,4.082518273307627,1.8990706969927935,7.099999999999991,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,36,6.960065824573233,0.025698439833581967,1.6994097900283158,0.8943129444334392,4.0594961888423855,1.7050057735935928,6.8999999999999915,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,37,6.961293157503972,0.036056697989857896,1.9205528706711783,1.0758608394264892,4.1158882246794635,1.99758512808676,7.29999999999999,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,38,6.96155865450631,0.027394448193472084,1.8131133822008862,1.1988238978664856,3.576075149740417,1.825086540113188,6.999999999999991,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,39,6.959546269915213,0.02920032172109424,2.162114067006009,1.2886724469347646,4.378841111552547,1.8130470736448818,7.19999999999999,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,40,6.9544735364784,0.0251579699699754,1.7686316418395702,0.9815023648039428,4.08952383305113,1.9397619217605773,6.999999999999991,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,41,6.959301628073639,0.029550563125304446,2.2395359748565444,1.585231416059228,4.21846305524376,1.890061557101349,7.19999999999999,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,42,6.959870359075837,0.022376133693862654,1.989865743180762,1.0749207760392585,3.8572869113345303,1.8490251482829803,6.799999999999992,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,43,6.95793176339974,0.02097404582473513,2.04164560430122,0.9613797756728195,3.7256183233086433,1.4967819028372686,6.799999999999992,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,44,6.962161607211791,0.03221907583189817,1.8716935386161533,0.9842691109758007,4.358657339726031,2.293630435731536,7.099999999999991,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,45,6.96183591174768,0.030797526931984363,1.7357075464524463,1.1296451884374281,3.6595896212217505,1.678348595935884,6.999999999999991,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,46,6.963730809840022,0.025656538337513732,1.8974755954900104,0.9638447738520045,3.62170491476949,1.5215082550686148,6.999999999999991,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,47,6.958298266345196,0.0231009748157274,1.7560741177052126,1.0424797097271459,3.712632764875732,1.7212998876873682,6.799999999999992,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,48,6.961562061012466,0.031076633002457516,1.739969247554714,1.079961363786722,4.043476557096257,1.8075709528144224,7.499999999999989,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,49,6.959566757951456,0.026592630167108514,2.0234901426040652,1.103862238700342,3.9324164779382613,2.0687776367740502,6.8999999999999915,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,50,6.96110489944715,0.02813093131745292,1.8548096754634973,0.9892549916283798,3.9999396162718557,2.4591531992232727,6.999999999999991,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,51,6.966817251145522,0.03813018566225648,2.033070638893437,1.0443887475437408,4.044802496064223,1.7580122436571015,7.29999999999999,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,52,6.961537046838134,0.021975076649312676,1.6647846609051453,1.1358660721107519,3.6187801899168117,1.5338922755642215,6.8999999999999915,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,53,6.95629095243427,0.026481526025112945,1.9576103884800453,0.9642629774746779,3.9774696090290984,2.0290272650445798,7.19999999999999,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,54,6.957230005339371,0.017854367274672864,1.8254392475448458,0.9382085216211246,3.845464701674655,1.7242484454484104,6.8999999999999915,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,55,6.963376328559951,0.02867901545410599,1.8988874466304122,1.1057065985678938,3.824433796178752,1.5226110231135923,6.999999999999991,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,56,6.9647163084436094,0.03690033314910855,2.2021837364735966,1.6465587542570814,4.365966149269675,3.0734096034287064,7.599999999999989,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,57,6.963296082186273,0.03323456177698636,1.982701244946337,1.1163266327166552,4.038529204927677,1.9804829096021097,7.499999999999989,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,58,6.961910864846823,0.027497176060224646,1.764527068061414,1.009931373934475,4.02556971055429,2.00944184416483,6.999999999999991,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,59,6.961799543828325,0.02378051517183343,1.8596900356971697,1.0133313190631386,3.863449212770169,1.8052982711979342,6.799999999999992,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,60,6.9578989078493185,0.0221250041908991,2.1102285879992264,1.0909554623570648,3.9070597677689634,2.0865601735852746,6.999999999999991,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,61,6.961455301253057,0.02594333495916392,1.9157411332314014,0.954985088677979,4.058822599942331,2.175743716059757,6.8999999999999915,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,62,6.962199644823817,0.03401759467320184,1.9556982844928825,1.0618698003639955,3.6390406306487724,1.942336586740798,6.999999999999991,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,63,6.962130463182351,0.02727934944658602,1.9599235781712134,1.0240268299006279,4.069488862340565,1.7575277632557642,7.19999999999999,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,64,6.960782396613578,0.02604011592648633,1.7002994285447908,0.8985485765458877,4.039920386919536,2.051718938523103,6.999999999999991,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,65,6.957555038442665,0.022433799651754585,1.8949192260095988,0.9896468430612507,3.8019177607388075,1.8442342527007296,7.099999999999991,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,66,6.958888227789158,0.029157292133759477,1.9399788780598766,1.0772864464665566,4.08313101507596,1.7476911387012004,7.099999999999991,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,67,6.959217798445304,0.02565668016043571,2.1601174492914366,1.2704415169175067,3.899628593344772,1.8288545134489564,7.29999999999999,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,68,6.958884522414723,0.029360272914682378,2.0556137875329323,1.1488104582490808,4.076225820439987,1.8934830840508043,7.499999999999989,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,69,6.962903331080142,0.034376372388961726,1.8729223913289497,0.9291537372148312,3.8559257299105703,1.8307936598049799,6.699999999999992,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,70,6.965750777869116,0.031074471625777544,1.8821120514843062,1.144962177626183,3.8850517268983884,2.0742061624297983,7.099999999999991,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,71,6.967625710831734,0.03131441198024397,1.8989983101357315,1.0414835054933886,3.630530834999716,1.5146902315114759,6.799999999999992,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,72,6.963634485182033,0.025403890211129432,1.7492785906324904,0.9274924227340462,3.7127397539452205,1.7495438220887547,6.999999999999991,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,73,6.9592249858566175,0.02707849062755356,1.8755632598591798,1.0491993094841203,3.699816843670211,1.6785768821985154,7.799999999999988,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,74,6.964454656350278,0.03534139638049555,2.702226075833722,2.392110258705608,4.35781618229623,3.0013390885370566,7.699999999999989,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
0.1,0.5,DG,75,6.964718444662676,0.033188654146119115,1.7213560192816746,0.8920093978995564,3.793923288306116,1.8930461278471609,7.19999999999999,0.0,1.0,0.0,5,0.1,0.1,10.0,1.0,0.0,7.0,15.0,3.141592653589793,0.5,100.0,1.5707963267948966,-1.5,6.5,-6.449747468305834,1.5502525316941682,8.0,-0.0,0.0
