t,x1,y1,x2,y2,vx_cmd,vy_cmd,solve_ok
2.727872788906097412e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485871324080560552e-01,2.022134358771248142e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.760290606021881104e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485931064916640287e-01,2.022132203721139110e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.783534200191497803e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485829965040198042e-01,2.022135372912475582e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.815591843128204346e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485931064916640287e-01,2.022132203721139110e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.834226081371307373e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485834560489127210e-01,2.022138922406772732e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.849517519474029541e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485898896774136113e-01,2.022133217862366994e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.868498497009277344e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485857537733773048e-01,2.022133978468287463e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.894956223964691162e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485926469467711120e-01,2.022132457256446081e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.913357195854187012e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485733460612684964e-01,2.022138415336158790e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.954666321277618408e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485839155938056377e-01,2.022134865841862084e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.980103511810302734e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485926469467711120e-01,2.022132457256446081e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.001161270141601562e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485264724821907079e-01,2.022154641595802715e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.027299237251281738e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485834560489127210e-01,2.022135372912475582e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.049802789688110352e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485871324080560552e-01,2.022134232003594434e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.067988865375518799e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485894301325206945e-01,2.022133217862366994e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.086663727760314941e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485848346835914713e-01,2.022134485538901405e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.123511950969696045e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485889705876277778e-01,2.022133217862366994e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.165640044212341309e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485779415101976642e-01,2.022137020891970671e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.188030686378479004e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485898896774136113e-01,2.022133091094713286e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.210751464366912842e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485852942284843881e-01,2.022134358771248142e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.235939104557037354e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485912683120923616e-01,2.022132330488792373e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.248657088279724121e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485862133182702216e-01,2.022133724932980492e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.273808686733245850e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485903492223065281e-01,2.022133344630020257e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.295261423587799072e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485885110427348055e-01,2.022133344630020257e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.331412365436553955e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485852942284843881e-01,2.022134739074208376e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.357086994647979736e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485908087671994449e-01,2.022132584024099344e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.370910410881042480e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485214174883686233e-01,2.022154768363456423e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.403016295433044434e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485535856308729641e-01,2.022144246648218679e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.424124546051025391e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485898896774136113e-01,2.022133344630020257e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.435532445907592773e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485894301325206945e-01,2.022132710791753052e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.453132140636444092e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485839155938056377e-01,2.022135246144822318e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.471925911903381348e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485908087671994449e-01,2.022132837559406315e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.482418634891510010e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485889705876277778e-01,2.022132964327060023e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.505756757259368896e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485894301325206945e-01,2.022132964327060023e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.517709889411926270e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485866728631631384e-01,2.022133724932980492e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.532542080879211426e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485866728631631384e-01,2.022134358771248142e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.552253110408782959e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485921874018781952e-01,2.022132584024099344e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.574450798034667969e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485885110427348055e-01,2.022133724932980492e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.596944921016693115e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485829965040198042e-01,2.022134992609515347e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.614690294265747070e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485839155938056377e-01,2.022134358771248142e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.636553809642791748e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485811583244481371e-01,2.022136006750743231e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.672217791080474854e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485889705876277778e-01,2.022133344630020257e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.692577385902404785e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485866728631631384e-01,2.022134232003594434e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.718793942928314209e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485866728631631384e-01,2.022134105235941171e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.756389570236206055e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485889705876277778e-01,2.022133217862366994e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.772074973583221436e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485875919529489719e-01,2.022133598165327228e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.799140844345092773e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485866728631631384e-01,2.022133978468287463e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.814353404045104980e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485852942284843881e-01,2.022134105235941171e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.837802572250366211e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485871324080560552e-01,2.022134232003594434e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.854161782264709473e+02,7.000000000000000000e+00,0.000000000000000000e+00,-3.485898896774136113e-01,2.022133217862366994e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
